vendor,category,confidence
Nepalgunj Services,Business,0.87
Pashupati Depo,Shopping,0.82
Hetauda Shop,Shopping,0.9
Chitwan Classic Tours Butwal,Travel,0.97
Good Lounge 35,Entertainment,0.92
Suryodaya Classic Cinema,Entertainment,0.91
Suryodaya Flight Lalitpur,Travel,0.96
Lumbini Rentals Gorkha,Business,0.83
Naya Entertainment Syangja,Entertainment,0.88
Ananda Consultancy Butwal 56,Business,0.98
Hetauda Academy Pokhara,Education,0.95
Happy Classic Goods,Other,0.9
Urban Mart Gorkha,Shopping,0.93
Moonlight Classic Cinema Butwal,Entertainment,0.97
Good College Kathmandu,Education,0.8
Classic Global Outlet,Shopping,0.82
Ananda Telecom Jumla,Utilities,0.93
Bagmati Momo,Food & Dining,0.81
Nepalgunj Tours 31,Travel,0.85
Dullu Utility Chitwan 782,Utilities,0.95
Trust Classic Clinic,Healthcare,0.92
City Store,Shopping,0.91
Good Momo Kathmandu,Food & Dining,0.87
Moonlight Services Dharan,Business,0.82
Butwal Modern Printing Hetauda,Business,0.82
Green Goods Jumla,Other,0.8
First Pasal Hetauda,Other,0.9
Lalitpur Rides Bhaktapur,Transportation,0.87
Lakeside Depo,Shopping,0.82
Sukrishna Urban Club Dharan,Entertainment,0.83
Bagmati Broadband Dharan,Utilities,0.97
Bagmati Pasal 344,Other,0.91
Sajilo Agency Syangja,Travel,0.93
Bagmati Bhojanalay Butwal,Food & Dining,0.98
Ananda Modern Kitchen Dharan,Food & Dining,0.94
Bhaktapur Bakery Biratnagar 286,Food & Dining,0.86
Prime Super Cinema,Entertainment,0.87
Riverside Urban Electric,Utilities,0.93
Good Services,Business,0.89
Biratnagar Mart Bhaktapur,Food & Dining,0.94
Dullu Energy,Utilities,0.91
Sukrishna Petrol Pump Lalitpur,Transportation,0.98
Janakpur Outlet,Shopping,0.97
Biratnagar Urban Garage 927,Transportation,0.89
Nepal Bhojanalay,Food & Dining,0.94
Urban Club Chitwan,Entertainment,0.86
Biratnagar Flight Butwal,Travel,0.84
Bagmati Trek,Travel,0.82
Golden Urban Outlet,Shopping,0.81
Golden Transport,Transportation,0.84
Chitwan Momo Hetauda,Food & Dining,0.89
Sundar Mart,Shopping,0.96
Lalitpur Emporium,Shopping,0.86
First Playzone Janakpur,Entertainment,0.89
Himal Printing Hetauda,Business,0.83
Trust Classic Logistics,Business,0.9
Suryodaya Classic Provider Lalitpur,Other,0.84
Lalitpur Pharmacy Gorkha,Healthcare,0.97
Janakpur Super Training,Education,0.93
Suryodaya Momo Pokhara 641,Food & Dining,0.85
Sukrishna Electric Syangja,Utilities,0.92
Naya Telecom,Utilities,0.99
Dharan Studio,Entertainment,0.9
Bhaktapur Studio 710,Entertainment,0.97
Sunrise Mega Kitchen,Food & Dining,0.97
Trust Tours,Travel,0.94
Lumbini Corner Hetauda,Other,0.93
Moonlight Care Chitwan,Healthcare,0.95
Gorkha Vendor,Other,0.87
Syangja Kitchen Biratnagar,Food & Dining,0.89
Happy Pasal,Other,0.87
Ananda Classic Diagnostics,Healthcare,0.98
Kathmandu Bus Service Kathmandu,Transportation,0.86
Nepal Health Center Kathmandu,Healthcare,0.81
Bhaktapur Foods Hetauda,Food & Dining,0.93
Nepalgunj Ayurveda,Healthcare,0.8
Pokhara Resort Pokhara,Travel,0.86
Nepal Tours Butwal 588,Travel,0.86
Nepal Theatre,Entertainment,0.97
Mero Depo Dhangadhi,Shopping,0.83
Seti Mega Bhojanalay Pokhara,Food & Dining,0.86
Chitwan Health Center,Healthcare,0.93
Gorkha Center,Other,0.83
Dharan Laboratory Dhangadhi,Healthcare,0.82
Sundar Studio Pokhara,Entertainment,0.93
Sukrishna Modern Vendor 280,Other,0.87
Smart Service,Utilities,0.8
Mountain Modern Outlet Butwal,Shopping,0.92
Pokhara Care,Healthcare,0.98
Nepal Telecom Biratnagar,Utilities,0.93
Chitwan Trans 230,Transportation,0.86
Dharan Modern Foods,Food & Dining,0.93
Gorkha Pharmacy,Healthcare,0.94
Biratnagar Tuition Gorkha,Education,0.8
Trust Modern Playzone Pokhara,Entertainment,0.98
Quick Internet Chitwan 912,Utilities,0.96
Bhaktapur Solutions Biratnagar,Business,0.94
Good Pharmacy 813,Healthcare,0.84
Koshi Flight,Travel,0.93
Smart Hospital Syangja 91,Healthcare,0.9
Good Garage,Transportation,0.82
Butwal Assortment,Other,0.9
Syangja Classic Laboratory,Healthcare,0.81
Sunrise Clinic Nepalgunj 3,Healthcare,0.82
Happy Cafe Butwal,Food & Dining,0.96
Good Mega Provider Hetauda 601,Utilities,0.83
Suryodaya Agency Dharan 583,Business,0.87
Trust Bazaar,Shopping,0.88
Mero Rides Hetauda,Transportation,0.84
Naya Bakery 191,Food & Dining,0.89
Mero Wellness Syangja,Healthcare,0.98
Mero Club Bhaktapur,Entertainment,0.88
Bagmati Restaurant,Food & Dining,0.87
Blue Outlet Chitwan,Shopping,0.95
Golden Modern Outlet,Shopping,0.82
Sajilo Petrol Pump Chitwan,Transportation,0.9
Bagmati Garage Hetauda,Transportation,0.89
Green Center Jumla,Education,0.9
Bagmati Center Pokhara,Education,0.93
Ananda College 497,Education,0.98
Suryodaya Mart Gorkha,Shopping,0.97
Lumbini Provider,Utilities,0.98
Lalitpur Urban Logistics,Business,0.88
Lalitpur Internet Dhangadhi,Utilities,0.95
Lumbini Internet Biratnagar,Utilities,0.84
Trust Taxi,Transportation,0.87
Sukrishna Wellness Lalitpur,Healthcare,0.81
Heritage Mega Emporium 677,Shopping,0.93
Elite Depo,Shopping,0.87
City Assortment,Other,0.9
Pokhara Mega Books Dharan 957,Education,0.87
Nepal Store Lalitpur,Shopping,0.9
Biratnagar Beverages,Food & Dining,0.82
Biratnagar Point Chitwan,Other,0.95
Blue Super Petrol Pump,Transportation,0.88
Koshi Resort,Travel,0.89
Bhaktapur Hostel Nepalgunj,Business,0.83
Mountain Depo 789,Shopping,0.96
Good Classic Academy Gorkha,Education,0.92
Biratnagar Training,Education,0.98
Golden Bazaar Bhaktapur,Shopping,0.83
Hetauda Momo Nepalgunj,Food & Dining,0.81
Pokhara Water Syangja 61,Utilities,0.83
Smart Collection,Shopping,0.91
Seti Agency Kathmandu 573,Business,0.89
Koshi Rides Gorkha,Transportation,0.87
Good Internet Nepalgunj 924,Utilities,0.88
City Internet Chitwan 232,Utilities,0.97
Himal Lodge Jumla,Travel,0.87
Classic Studio,Entertainment,0.95
Biratnagar Modern Solutions,Business,0.81
Seti Tours Bhaktapur,Travel,0.8
Nepalgunj Bakery Jumla,Food & Dining,0.95
Trust Store Dharan,Shopping,0.85
Urban Kirana 364,Other,0.82
Ananda Modern Center,Other,0.97
Koshi Diagnostics Hetauda,Healthcare,0.91
Naya Guest House Jumla,Travel,0.89
Classic Diagnostics 102,Healthcare,0.86
Biratnagar Global Flight Hetauda,Travel,0.91
Moonlight Institute 722,Education,0.85
Golden Office,Business,0.86
Bhaktapur Super Sewa,Transportation,0.86
Happy University 648,Education,0.97
Nepal Tuition Janakpur,Education,0.97
Nepal Wellness Janakpur,Healthcare,0.87
Janakpur Electronics 365,Shopping,0.98
Butwal Care,Healthcare,0.98
Nepal Urban Playzone,Entertainment,0.86
Sundar Classic Lounge Syangja,Entertainment,0.94
Mero Global Events,Entertainment,0.91
Good Mega Lodge,Travel,0.88
Heritage Tuition Kathmandu,Education,0.9
Classic Modern Wellness,Healthcare,0.81
Sukrishna Bus Service 516,Transportation,0.87
Gorkha Classic University 434,Education,0.96
Janakpur Tuition,Education,0.83
Kathmandu School,Education,0.86
Blue Fuel Station Dhangadhi,Transportation,0.92
Pashupati Printing Gorkha,Business,0.9
Moonlight Provider,Other,0.91
City Ayurveda Hetauda,Healthcare,0.8
Dharan Mega Shop,Other,0.9
Green Mega Academy Dharan,Education,0.85
Riverside Mega Diagnostics,Healthcare,0.9
Mountain Electric,Utilities,0.96
Dullu Travels,Transportation,0.87
First Bus Service,Transportation,0.86
Pashupati Mega Events,Entertainment,0.83
Bagmati Academy Chitwan 585,Education,0.81
Smart Shop Janakpur,Shopping,0.81
Classic Bazaar Nepalgunj,Shopping,0.83
Mero Mega Internet Bhaktapur,Utilities,0.94
Sundar Global Utility,Utilities,0.83
Golden Depo Jumla,Shopping,0.96
Good Super Telecom Hetauda,Utilities,0.88
Mountain Cinema,Entertainment,0.98
Nepal Events Dhangadhi 610,Entertainment,0.92
Trust Lodge,Travel,0.93
Naya Entertainment,Entertainment,0.87
Seti Arcade Pokhara,Entertainment,0.96
Nepalgunj Supplies 847,Business,0.9
Pokhara Sewa,Transportation,0.97
Seti Tuition,Education,0.85
Mountain Electronics Kathmandu,Shopping,0.91
Nepal Classic Retreat,Travel,0.86
Sundar Restaurant Hetauda,Food & Dining,0.93
Suryodaya Printing,Business,0.92
Suryodaya Hotel 194,Travel,0.88
Chitwan Diagnostics Hetauda,Healthcare,0.89
Gorkha Training Bhaktapur,Education,0.93
Gorkha Modern Stationery,Education,0.84
Himal Clinic Bhaktapur,Healthcare,0.93
First Urban Care,Healthcare,0.84
Urban Institute,Education,0.98
Koshi Playzone,Entertainment,0.88
Himal Internet Kathmandu,Utilities,0.94
Sajilo Ayurveda Biratnagar,Healthcare,0.89
Pokhara Urban Taxi Butwal,Transportation,0.81
Bagmati Classic Broadband Butwal,Utilities,0.86
Syangja Super Diner,Food & Dining,0.96
Naya Mega Electric Dharan,Utilities,0.84
Urban Provider,Utilities,0.88
Everest Playzone,Entertainment,0.89
Lakeside Global Studio 70,Entertainment,0.88
Sajilo Internet,Utilities,0.95
Dullu Books,Education,0.96
Sukrishna Emporium,Shopping,0.98
Riverside Momo,Food & Dining,0.95
Happy Pharmacy 449,Healthcare,0.82
Good Wellness,Healthcare,0.88
Moonlight Trek,Travel,0.94
Everest Bhojanalay Hetauda,Food & Dining,0.9
Ananda Printing,Business,0.87
Pokhara Transport,Transportation,0.81
Lakeside Utility Chitwan,Utilities,0.88
Biratnagar Beverages Janakpur,Food & Dining,0.87
Royal University Hetauda,Education,0.87
Kathmandu Classic Collection Kathmandu,Shopping,0.89
Blue Mart 20,Food & Dining,0.91
Lumbini Transport Biratnagar,Transportation,0.91
Classic Ayurveda 312,Healthcare,0.97
First Goods,Other,0.9
Himal Vendor 315,Other,0.82
Ananda Assortment,Other,0.93
Happy Cinema,Entertainment,0.85
Hetauda Agency Jumla,Business,0.85
Seti Global Flight,Travel,0.98
Bagmati Energy Nepalgunj,Utilities,0.95
Bhaktapur Printing Butwal,Business,0.94
Suryodaya Modern Center,Other,0.89
Happy Energy Dharan,Utilities,0.88
Heritage Club Nepalgunj,Entertainment,0.96
Dharan Global Diner Jumla,Food & Dining,0.98
Smart Entertainment,Entertainment,0.93
Seti Point Lalitpur,Other,0.94
Gorkha Global Pharmacy Jumla,Healthcare,0.97
Pokhara Pasal Kathmandu 899,Other,0.88
Royal Telecom Hetauda,Utilities,0.84
Moonlight Super Water Hetauda,Utilities,0.87
Biratnagar Hotel,Travel,0.96
Riverside Urban Broadband Gorkha,Utilities,0.86
Biratnagar Rides Pokhara,Transportation,0.8
Prime School,Education,0.82
Prime Urban Kitchen 649,Food & Dining,0.96
Happy Collection Jumla,Shopping,0.83
Kathmandu Hotel Kathmandu,Travel,0.83
Chitwan Internet,Utilities,0.86
Gorkha Bus Service,Transportation,0.97
Himal School,Education,0.84
Naya Medical Nepalgunj,Healthcare,0.81
Sundar Gaming Gorkha,Entertainment,0.91
Metro Consultancy Dharan,Business,0.83
Chitwan Kitchen,Food & Dining,0.8
Mountain Super Diagnostics 394,Healthcare,0.82
Smart Agency,Travel,0.87
Pokhara Cable 580,Utilities,0.83
Sukrishna Training Gorkha,Education,0.92
Elite Academy,Education,0.94
Everest Fashion Bhaktapur,Shopping,0.95
Mero Diner Pokhara,Food & Dining,0.84
Happy Urban Electric 645,Utilities,0.88
Dharan Lounge Pokhara,Entertainment,0.83
Pokhara Resort Hetauda,Travel,0.88
Sunrise Travels,Transportation,0.84
Pokhara Guest House Nepalgunj,Travel,0.94
Himal University Janakpur,Education,0.95
Koshi Mega Shop Syangja,Other,0.9
Nepalgunj Super Cable,Utilities,0.86
Trust Health Center Butwal,Healthcare,0.84
Good Global Pharmacy Hetauda,Healthcare,0.83
Pashupati Corner,Other,0.86
Bhaktapur Fashion,Shopping,0.95
Everest Studio,Entertainment,0.86
Janakpur Rides Syangja,Transportation,0.9
Everest Lodge Hetauda 662,Travel,0.92
Suryodaya School,Education,0.96
Good Club Syangja,Entertainment,0.82
Lakeside Service,Utilities,0.89
Trust Supplies Jumla,Business,0.85
Quick Center,Education,0.97
Kathmandu Restaurant,Food & Dining,0.82
Everest Hotel,Travel,0.98
Moonlight Classic Corner Butwal,Other,0.91
Elite Broadband Chitwan,Utilities,0.87
Sukrishna Classic Cinema Jumla,Entertainment,0.83
Seti Restaurant Syangja,Food & Dining,0.95
Lalitpur Electric Jumla,Utilities,0.84
Naya Energy Bhaktapur,Utilities,0.9
Sundar Rentals,Business,0.9
Pashupati Taxi Pokhara 193,Transportation,0.97
Pashupati Agency Dhangadhi,Travel,0.95
Sunrise Assortment,Other,0.86
Classic Kitchen Janakpur,Food & Dining,0.91
Blue Broadband,Utilities,0.83
Riverside Modern Goods,Other,0.98
Pashupati Theatre,Entertainment,0.83
Lalitpur Classic Center,Education,0.94
Butwal Hotel,Travel,0.86
Butwal Goods,Other,0.97
Sajilo Super Goods Pokhara,Other,0.89
Himal Restaurant Pokhara,Food & Dining,0.81
Metro Corner,Other,0.97
Everest Store Jumla,Shopping,0.85
Seti Bazaar,Shopping,0.98
Happy Outlet,Shopping,0.92
Butwal Global Stationery Biratnagar 543,Education,0.85
Metro Lounge,Entertainment,0.81
Bagmati Theatre Syangja,Entertainment,0.81
Janakpur Collection Lalitpur,Shopping,0.91
Himal Guest House,Travel,0.94
Classic Collection Jumla,Shopping,0.9
Bhaktapur Health Center,Healthcare,0.99
Heritage Health Center Kathmandu,Healthcare,0.8
Sundar Energy Syangja,Utilities,0.86
Lumbini Shop Kathmandu,Shopping,0.82
Syangja Mega Trans 716,Transportation,0.99
Lalitpur School 849,Education,0.84
Ananda Playzone Syangja,Entertainment,0.81
Biratnagar Lodge 97,Travel,0.96
City Gaming 403,Entertainment,0.88
Nepalgunj Mart Dhangadhi,Shopping,0.88
Blue Global Academy Nepalgunj 694,Education,0.95
Suryodaya Water,Utilities,0.8
Royal Classic Bhojanalay Janakpur,Food & Dining,0.83
Urban Retreat,Travel,0.84
Elite Service 457,Utilities,0.89
Biratnagar Playzone,Entertainment,0.86
Suryodaya Health Center 415,Healthcare,0.93
Butwal Stationery Jumla,Education,0.83
Koshi Service,Utilities,0.97
Elite Trek Lalitpur,Travel,0.95
Happy Corner Gorkha,Other,0.97
Royal Supplies,Business,0.81
Lumbini Emporium,Shopping,0.97
Golden Utility Hetauda,Utilities,0.86
Blue Fashion Pokhara,Shopping,0.92
City Mega Flight,Travel,0.99
Quick Depo,Shopping,0.97
Ananda Mart 734,Food & Dining,0.84
Mero Ayurveda,Healthcare,0.85
Suryodaya Taxi Pokhara,Transportation,0.84
Lakeside Sewa 717,Transportation,0.9
Sunrise Flight,Travel,0.92
Pashupati Classic Printing 845,Business,0.85
Dullu Classic Fuel Station 608,Transportation,0.82
Ananda Mega Trans,Transportation,0.81
Quick Pharmacy,Healthcare,0.8
Biratnagar Point Biratnagar,Other,0.97
Sajilo Global Diagnostics Janakpur,Healthcare,0.88
City Classic Bazaar Hetauda,Shopping,0.83
Prime Vendor Hetauda,Other,0.94
Everest Collection,Shopping,0.85
Quick Printing Nepalgunj,Business,0.86
Moonlight Services,Business,0.95
Nepal Events Nepalgunj,Entertainment,0.95
Lakeside Mega Trek Biratnagar,Travel,0.85
Sukrishna Solutions,Business,0.95
First Mart Gorkha,Food & Dining,0.89
Riverside Logistics,Business,0.99
Dharan Center,Other,0.9
Dullu Club,Entertainment,0.8
Good Bazaar 262,Shopping,0.81
Mountain Utility Biratnagar,Utilities,0.92
Mountain Classic Clinic,Healthcare,0.9
Royal Urban Center,Education,0.95
Kathmandu Printing,Business,0.9
Good Resort,Travel,0.88
Trust Mega Books Janakpur,Education,0.87
Happy Ayurveda Nepalgunj,Healthcare,0.84
Nepalgunj Momo Butwal,Food & Dining,0.91
Dharan Broadband Gorkha 862,Utilities,0.83
City Depo Gorkha 902,Shopping,0.98
Bishal Global Travels,Transportation,0.93
Bishal Store Hetauda,Shopping,0.86
Urban Shop,Shopping,0.93
Riverside Training Hetauda,Education,0.87
Butwal Classic Hostel,Business,0.82
Good Hospital Hetauda,Healthcare,0.93
Ananda Goods,Other,0.94
Syangja Modern Care,Healthcare,0.85
Kathmandu Academy 478,Education,0.91
Heritage Bazaar Kathmandu 681,Shopping,0.87
Bagmati Electric Jumla 598,Utilities,0.86
Sundar Emporium Chitwan,Shopping,0.96
Metro Cable,Utilities,0.82
Trust Lodge Dhangadhi,Travel,0.84
Smart Store Dhangadhi 471,Shopping,0.9
Bishal Energy Kathmandu,Utilities,0.92
Koshi Bazaar Dharan,Shopping,0.84
Naya Trek,Travel,0.95
Sundar Books Gorkha,Education,0.91
Trust Global Sewa,Transportation,0.92
Riverside Provider,Other,0.81
Sukrishna Entertainment Gorkha,Entertainment,0.82
Butwal Diner Nepalgunj,Food & Dining,0.94
Good Super Corner,Other,0.87
Naya Hospital Lalitpur,Healthcare,0.94
Moonlight Classic Printing,Business,0.91
Suryodaya Point,Other,0.94
Moonlight Super Office Pokhara,Business,0.97
Syangja Provider 528,Other,0.92
Suryodaya Corner,Other,0.93
Golden Super Depo Janakpur,Shopping,0.99
Moonlight Bazaar Dhangadhi 997,Shopping,0.85
Lalitpur Kirana 199,Other,0.92
Nepal Center Pokhara,Education,0.8
Metro School Butwal,Education,0.87
Hetauda Trek,Travel,0.96
Himal Shop Lalitpur 948,Other,0.94
Smart Urban Academy Dharan 672,Education,0.9
Ananda Broadband Butwal 607,Utilities,0.98
Heritage Goods,Other,0.86
Bishal Foods,Food & Dining,0.91
Hetauda Classic Internet,Utilities,0.98
Everest Mega Clinic,Healthcare,0.88
Prime Global Care,Healthcare,0.99
Metro Super Diagnostics Hetauda,Healthcare,0.8
Pashupati Sewa Dharan,Transportation,0.97
Pokhara Super Diagnostics Dhangadhi,Healthcare,0.93
Green Diner,Food & Dining,0.88
Lalitpur Medical,Healthcare,0.88
Pokhara Urban Tours,Travel,0.88
Pashupati Sewa,Transportation,0.9
Urban Urban Depo,Shopping,0.9
Suryodaya Lounge,Entertainment,0.81
Sukrishna Tours,Travel,0.86
Blue Assortment,Other,0.95
Green Corner Butwal,Other,0.97
Urban Mega Center Kathmandu,Other,0.96
Elite Institute Nepalgunj,Education,0.98
Blue Modern Pharmacy Hetauda,Healthcare,0.95
Classic Arcade Biratnagar,Entertainment,0.89
Lalitpur Telecom,Utilities,0.98
Chitwan Urban Electric,Utilities,0.95
Prime Trans,Transportation,0.94
Nepal Lodge,Travel,0.98
Pashupati Fuel Station Chitwan,Transportation,0.85
Mountain Studio Lalitpur,Entertainment,0.98
First Global Kitchen,Food & Dining,0.96
Bhaktapur Assortment Lalitpur,Other,0.96
Gorkha Center Dhangadhi,Other,0.9
Metro Urban Playzone Lalitpur,Entertainment,0.81
Urban Tours Pokhara,Travel,0.95
Green Global Rentals,Business,0.96
Himal Gaming,Entertainment,0.83
Smart Consultancy Dharan,Business,0.95
Naya Center,Education,0.87
Sunrise Urban Cafe 221,Food & Dining,0.94
Biratnagar Cafe,Food & Dining,0.86
Trust Global Store,Shopping,0.84
Trust Cable Gorkha,Utilities,0.94
Golden Travels Gorkha,Transportation,0.93
Lakeside Mart Butwal,Food & Dining,0.81
Smart Resort 302,Travel,0.99
Sajilo Medical Bhaktapur,Healthcare,0.85
Sajilo Super Corner Dhangadhi,Other,0.98
Smart Clinic Dhangadhi,Healthcare,0.85
Kathmandu Rentals Dharan 394,Business,0.82
Butwal Momo Bhaktapur,Food & Dining,0.93
Trust Collection Janakpur,Shopping,0.9
Gorkha Utility,Utilities,0.97
City Modern Stationery Janakpur,Education,0.94
Nepalgunj Clinic Lalitpur,Healthcare,0.98
Classic Laboratory,Healthcare,0.92
Sunrise Provider Dharan 164,Other,0.99
Blue Assortment Jumla,Other,0.8
Good Water 851,Utilities,0.94
First Global Institute Nepalgunj,Education,0.85
Mountain Modern Beverages Dhangadhi,Food & Dining,0.93
Mountain Urban Vendor,Other,0.92
Good Broadband Dharan,Utilities,0.99
Quick Mega Entertainment 437,Entertainment,0.83
Bhaktapur Entertainment,Entertainment,0.9
Royal Ayurveda,Healthcare,0.93
Golden Classic Club Gorkha,Entertainment,0.85
Royal Classic Water Syangja,Utilities,0.81
Classic Depo Jumla,Shopping,0.83
Dharan Foods,Food & Dining,0.86
Himal Provider 253,Utilities,0.96
Suryodaya Wellness,Healthcare,0.96
Lumbini Depo Kathmandu 990,Shopping,0.85
Dharan Consultancy,Business,0.98
Elite Trans Chitwan,Transportation,0.8
Urban Kirana,Other,0.83
Ananda Global Pasal Gorkha,Other,0.86
Kathmandu Events Jumla,Entertainment,0.9
Biratnagar Telecom,Utilities,0.95
Mero Retreat Dhangadhi,Travel,0.95
Lalitpur Clinic,Healthcare,0.97
Bhaktapur Shop Jumla,Other,0.82
Naya Sewa Dhangadhi 423,Transportation,0.86
Hetauda Super Provider,Other,0.87
Everest Corner Bhaktapur,Other,0.87
Dullu Care Dhangadhi,Healthcare,0.91
Dullu Medical,Healthcare,0.81
Moonlight Kitchen,Food & Dining,0.95
Dullu Electric 508,Utilities,0.88
Chitwan Entertainment Syangja 857,Entertainment,0.86
Smart Institute Pokhara,Education,0.82
Trust Fashion Jumla,Shopping,0.88
Urban Gaming Lalitpur 391,Entertainment,0.9
Suryodaya Modern Vendor Bhaktapur,Other,0.96
Bagmati Club Gorkha,Entertainment,0.99
Lakeside Wellness Dharan,Healthcare,0.86
Chitwan Classic Flight Nepalgunj 502,Travel,0.99
Green Super Theatre Hetauda 181,Entertainment,0.95
Metro Resort Jumla,Travel,0.98
Chitwan Cinema Syangja,Entertainment,0.86
Bagmati Cable,Utilities,0.95
Nepalgunj Urban Center Hetauda,Other,0.93
Heritage Care Nepalgunj,Healthcare,0.89
Sukrishna Cable Bhaktapur,Utilities,0.87
Sajilo University,Education,0.89
Himal Taxi Biratnagar,Transportation,0.81
Biratnagar Goods,Other,0.81
Janakpur Clinic Bhaktapur,Healthcare,0.9
Chitwan Fashion 749,Shopping,0.95
Naya Super Diagnostics,Healthcare,0.94
Dharan Mega Agency 565,Business,0.91
